t,SC_ECEF_x_km,SC_ECEF_y_km,SC_ECEF_z_km,elevation_degree,illuminated_boolean,
2021.04.19 08:12:52,3995.23,-1420.42,5264.95,53.193,30,
2021.04.19 08:12:53,3997.09,-1412.99,5265.54,53.9142,30,
2021.04.19 08:12:54,3998.94,-1405.55,5266.13,54.6464,30,
2021.04.19 08:12:55,4000.78,-1398.12,5266.71,55.3897,30,
2021.04.19 08:12:56,4002.62,-1390.68,5267.29,56.1439,30,
2021.04.19 08:12:57,4004.45,-1383.24,5267.85,56.9091,30,
2021.04.19 08:12:58,4006.28,-1375.8,5268.42,57.6851,30,
2021.04.19 08:12:59,4008.1,-1368.36,5268.97,58.4719,30,
2021.04.19 08:13:00,4009.92,-1360.92,5269.52,59.2692,30,
2021.04.19 08:13:01,4011.73,-1353.47,5270.06,60.0769,30,
2021.04.19 08:13:02,4013.54,-1346.03,5270.59,60.8947,30,
2021.04.19 08:13:03,4015.35,-1338.58,5271.12,61.7224,30,
2021.04.19 08:13:04,4017.14,-1331.13,5271.64,62.5596,30,
2021.04.19 08:13:05,4018.94,-1323.68,5272.15,63.4059,30,
2021.04.19 08:13:06,4020.72,-1316.22,5272.66,64.2609,30,
2021.04.19 08:13:07,4022.5,-1308.77,5273.16,65.1241,30,
2021.04.19 08:13:08,4024.28,-1301.31,5273.65,65.9947,30,
2021.04.19 08:13:09,4026.05,-1293.85,5274.14,66.872,30,
2021.04.19 08:13:10,4027.82,-1286.39,5274.61,67.7553,30,
2021.04.19 08:13:11,4029.58,-1278.93,5275.09,68.6435,30,
2021.04.19 08:13:12,4031.34,-1271.46,5275.55,69.5355,30,
2021.04.19 08:13:13,4033.09,-1264,5276.01,70.4299,30,
2021.04.19 08:13:14,4034.83,-1256.53,5276.46,71.3252,30,
2021.04.19 08:13:15,4036.57,-1249.06,5276.91,72.2195,30,
2021.04.19 08:13:16,4038.31,-1241.59,5277.35,73.1107,30,
2021.04.19 08:13:17,4040.04,-1234.12,5277.78,73.996,30,
2021.04.19 08:13:18,4041.76,-1226.65,5278.2,74.8725,30,
2021.04.19 08:13:19,4043.48,-1219.17,5278.62,75.7362,30,
2021.04.19 08:13:20,4045.2,-1211.7,5279.03,76.5826,30,
2021.04.19 08:13:21,4046.91,-1204.22,5279.44,77.4059,30,
2021.04.19 08:13:22,4048.61,-1196.74,5279.83,78.1991,30,
2021.04.19 08:13:23,4050.31,-1189.26,5280.22,78.9538,30,
2021.04.19 08:13:24,4052.01,-1181.77,5280.61,79.6593,30,
2021.04.19 08:13:25,4053.69,-1174.29,5280.98,80.303,30,
2021.04.19 08:13:26,4055.38,-1166.8,5281.35,80.8701,30,
2021.04.19 08:13:27,4057.06,-1159.32,5281.72,81.3439,30,
2021.04.19 08:13:28,4058.73,-1151.83,5282.07,81.7071,30,
2021.04.19 08:13:29,4060.4,-1144.34,5282.42,81.9438,30,
2021.04.19 08:13:30,4062.06,-1136.85,5282.77,82.0421,30,
2021.04.19 08:13:31,4063.72,-1129.35,5283.1,81.9965,30,
2021.04.19 08:13:32,4065.37,-1121.86,5283.43,81.8097,30,
2021.04.19 08:13:33,4067.01,-1114.36,5283.75,81.4914,30,
2021.04.19 08:13:34,4068.66,-1106.86,5284.07,81.0564,30,
2021.04.19 08:13:35,4070.29,-1099.37,5284.38,80.5217,30,
2021.04.19 08:13:36,4071.92,-1091.87,5284.68,79.9045,30,
2021.04.19 08:13:37,4073.55,-1084.36,5284.98,79.2203,30,
2021.04.19 08:13:38,4075.17,-1076.86,5285.27,78.4826,30,
2021.04.19 08:13:39,4076.78,-1069.36,5285.55,77.7027,30,
2021.04.19 08:13:40,4078.39,-1061.85,5285.82,76.8898,30,
2021.04.19 08:13:41,4080,-1054.34,5286.09,76.0515,30,
2021.04.19 08:13:42,4081.6,-1046.83,5286.35,75.1939,30,
2021.04.19 08:13:43,4083.19,-1039.32,5286.6,74.3219,30,
2021.04.19 08:13:44,4084.78,-1031.81,5286.85,73.4398,30,
2021.04.19 08:13:45,4086.37,-1024.3,5287.09,72.5508,30,
2021.04.19 08:13:46,4087.95,-1016.79,5287.33,71.6578,30,
2021.04.19 08:13:47,4089.52,-1009.27,5287.55,70.763,30,
2021.04.19 08:13:48,4091.09,-1001.75,5287.77,69.8685,30,
2021.04.19 08:13:49,4092.65,-994.236,5287.99,68.9759,30,
2021.04.19 08:13:50,4094.21,-986.716,5288.19,68.0867,30,
2021.04.19 08:13:51,4095.76,-979.196,5288.39,67.2019,30,
2021.04.19 08:13:52,4097.31,-971.674,5288.59,66.3228,30,
2021.04.19 08:13:53,4098.85,-964.151,5288.77,65.4501,30,
2021.04.19 08:13:54,4100.38,-956.627,5288.95,64.5847,30,
2021.04.19 08:13:55,4101.92,-949.102,5289.12,63.7271,30,
2021.04.19 08:13:56,4103.44,-941.575,5289.29,62.8781,30,
2021.04.19 08:13:57,4104.96,-934.047,5289.45,62.038,30,
2021.04.19 08:13:58,4106.48,-926.518,5289.6,61.2073,30,
2021.04.19 08:13:59,4107.99,-918.988,5289.75,60.3863,30,
2021.04.19 08:14:00,4109.49,-911.456,5289.88,59.5754,30,
2021.04.19 08:14:01,4110.99,-903.924,5290.02,58.7748,30,
2021.04.19 08:14:02,4112.49,-896.39,5290.14,57.9847,30,
2021.04.19 08:14:03,4113.98,-888.855,5290.26,57.2052,30,
2021.04.19 08:14:04,4115.46,-881.319,5290.37,56.4366,30,
2021.04.19 08:14:05,4116.94,-873.782,5290.47,55.6789,30,
2021.04.19 08:14:06,4118.41,-866.244,5290.57,54.9321,30,
2021.04.19 08:14:07,4119.88,-858.704,5290.66,54.1963,30,
2021.04.19 08:14:08,4121.34,-851.164,5290.75,53.4716,30,
2021.04.19 08:14:09,4122.8,-843.622,5290.82,52.7579,30,
2021.04.19 08:14:10,4124.25,-836.079,5290.89,52.0552,30,
2021.04.19 08:14:11,4125.7,-828.535,5290.96,51.3635,30,
2021.04.19 08:14:12,4127.14,-820.991,5291.01,50.6827,30,
2021.04.19 08:14:13,4128.57,-813.445,5291.06,50.0127,30,
2021.04.19 08:14:14,4130,-805.898,5291.1,49.3535,30,
2021.04.19 08:14:15,4131.43,-798.35,5291.14,48.7049,30,
2021.04.19 08:14:16,4132.85,-790.801,5291.17,48.0669,30,
2021.04.19 08:14:17,4134.26,-783.251,5291.19,47.4394,30,
2021.04.19 08:14:18,4135.67,-775.699,5291.21,46.8221,30,
2021.04.19 08:14:19,4137.08,-768.147,5291.22,46.2151,30,
2021.04.19 08:14:20,4138.48,-760.594,5291.22,45.6181,30,
2021.04.19 08:14:21,4139.87,-753.04,5291.21,45.031,30,
2021.04.19 08:14:22,4141.26,-745.485,5291.2,44.4537,30,
2021.04.19 08:14:23,4142.64,-737.929,5291.18,43.886,30,
2021.04.19 08:14:24,4144.02,-730.372,5291.16,43.3279,30,
2021.04.19 08:14:25,4145.39,-722.815,5291.13,42.779,30,
2021.04.19 08:14:26,4146.76,-715.256,5291.09,42.2393,30,
2021.04.19 08:14:27,4148.12,-707.696,5291.04,41.7086,30,
2021.04.19 08:14:28,4149.47,-700.136,5290.99,41.1868,30,
2021.04.19 08:14:29,4150.82,-692.574,5290.93,40.6737,30,
2021.04.19 08:14:30,4152.17,-685.012,5290.86,40.1692,30,
2021.04.19 08:14:31,4153.51,-677.448,5290.79,39.673,30,
2021.04.19 08:14:32,4154.84,-669.884,5290.71,39.1851,30,
2021.04.19 08:14:33,4156.17,-662.319,5290.62,38.7053,30,
2021.04.19 08:14:34,4157.5,-654.753,5290.53,38.2334,30,
2021.04.19 08:14:35,4158.82,-647.187,5290.43,37.7692,30,
2021.04.19 08:14:36,4160.13,-639.619,5290.32,37.3127,30,
2021.04.19 08:14:37,4161.44,-632.051,5290.21,36.8636,30,
2021.04.19 08:14:38,4162.74,-624.482,5290.08,36.4219,30,
2021.04.19 08:14:39,4164.04,-616.912,5289.96,35.9874,30,
2021.04.19 08:14:40,4165.33,-609.341,5289.82,35.5598,30,
2021.04.19 08:14:41,4166.62,-601.769,5289.68,35.1392,30,
2021.04.19 08:14:42,4167.9,-594.197,5289.53,34.7253,30,
2021.04.19 08:14:43,4169.17,-586.624,5289.38,34.318,30,
2021.04.19 08:14:44,4170.44,-579.05,5289.21,33.9172,30,
2021.04.19 08:14:45,4171.71,-571.476,5289.05,33.5228,30,
2021.04.19 08:14:46,4172.97,-563.9,5288.87,33.1345,30,
2021.04.19 08:14:47,4174.22,-556.324,5288.69,32.7523,30,
2021.04.19 08:14:48,4175.47,-548.747,5288.5,32.3761,30,
2021.04.19 08:14:49,4176.72,-541.17,5288.3,32.0057,30,
2021.04.19 08:14:50,4177.95,-533.592,5288.1,31.641,30,
2021.04.19 08:14:51,4179.19,-526.013,5287.89,31.2819,30,
2021.04.19 08:14:52,4180.41,-518.434,5287.67,30.9283,30,
2021.04.19 08:14:53,4181.64,-510.853,5287.45,30.58,30,
2021.04.19 08:14:54,4182.85,-503.272,5287.22,30.2369,30,
2021.04.19 08:14:55,4184.06,-495.691,5286.98,29.899,30,
2021.04.19 08:14:56,4185.27,-488.109,5286.74,29.5555,30,
2021.04.19 08:14:57,4186.47,-480.526,5286.49,29.1315,30,
2021.04.19 08:14:59,4188.86,-465.359,5285.97,28.553,30,
2021.04.19 08:15:02,4192.39,-442.603,5285.13,27.7054,30,
2021.04.19 08:15:06,4197.03,-412.255,5283.93,26.3904,30,
2021.04.19 08:15:14,4206.06,-351.533,5281.19,24.2693,30,
2021.04.19 08:15:29,4222.04,-237.605,5274.87,20.8328,30,
2021.04.19 08:15:57,4248.6,-24.7808,5258.99,15.5815,30,
2021.04.19 08:16:53,4288.86,400.727,5211.3,8.58519,30,
2021.04.19 08:18:33,4317.67,1155.43,5073.9,0.628286,30,
2021.04.19 08:21:13,4248.53,2328.12,4719.18,-7.88168,30,
2021.04.19 08:25:08,3895.9,3901.64,3921.08,-17.4851,30,
2021.04.19 08:30:36,2953.15,5616.44,2359.35,-29.2403,30,
2021.04.19 08:38:13,1005.56,6693.59,-300.065,-44.5648,30,
2021.04.19 08:48:58,-2055.68,5255.78,-3756.75,-65.5205,30,
2021.04.19 09:04:32,-4330.3,-1037.36,-5110.2,-84.4983,0,
2021.04.19 09:24:58,-881.435,-6693.08,477.49,-44.8363,0,
2021.04.19 09:35:47,2190.18,-5072.99,3897.11,-22.7636,30,
2021.04.19 09:42:11,3558.97,-2754.12,5044.45,-7.52917,30,
2021.04.19 09:46:02,4073.72,-1078.49,5286.04,6.59829,30,
2021.04.19 09:47:56,4226.75,-217.018,5272,22.8492,30,
2021.04.19 09:48:16,4246.38,-65.0991,5260.4,28.2816,30,
2021.04.19 09:48:20,4250.04,-34.7088,5257.76,29.3076,30,
2021.04.19 09:48:21,4250.94,-27.1111,5257.08,29.8221,30,
2021.04.19 09:48:22,4251.84,-19.5134,5256.4,30.1797,30,
2021.04.19 09:48:23,4252.73,-11.9157,5255.7,30.5175,30,
2021.04.19 09:48:24,4253.62,-4.3179,5255,30.8601,30,
2021.04.19 09:48:25,4254.5,3.27988,5254.3,31.2078,30,
2021.04.19 09:48:26,4255.37,10.8776,5253.59,31.5607,30,
2021.04.19 09:48:27,4256.24,18.4754,5252.87,31.9188,30,
2021.04.19 09:48:28,4257.11,26.0731,5252.14,32.2822,30,
2021.04.19 09:48:29,4257.97,33.6708,5251.41,32.651,30,
2021.04.19 09:48:30,4258.82,41.2685,5250.67,33.0254,30,
2021.04.19 09:48:31,4259.67,48.8661,5249.93,33.4055,30,
2021.04.19 09:48:32,4260.51,56.4636,5249.17,33.7913,30,
2021.04.19 09:48:33,4261.35,64.0611,5248.41,34.1829,30,
2021.04.19 09:48:34,4262.18,71.6585,5247.65,34.5805,30,
2021.04.19 09:48:35,4263,79.2558,5246.88,34.9842,30,
2021.04.19 09:48:36,4263.82,86.853,5246.1,35.394,30,
2021.04.19 09:48:37,4264.64,94.45,5245.31,35.8102,30,
2021.04.19 09:48:38,4265.45,102.047,5244.52,36.2327,30,
2021.04.19 09:48:39,4266.25,109.644,5243.72,36.6617,30,
2021.04.19 09:48:40,4267.05,117.241,5242.91,37.0974,30,
2021.04.19 09:48:41,4267.84,124.837,5242.1,37.5398,30,
2021.04.19 09:48:42,4268.63,132.433,5241.28,37.9889,30,
2021.04.19 09:48:43,4269.41,140.03,5240.45,38.4451,30,
2021.04.19 09:48:44,4270.19,147.626,5239.61,38.9082,30,
2021.04.19 09:48:45,4270.96,155.221,5238.77,39.3785,30,
2021.04.19 09:48:46,4271.72,162.817,5237.93,39.8561,30,
2021.04.19 09:48:47,4272.48,170.413,5237.07,40.3409,30,
2021.04.19 09:48:48,4273.24,178.008,5236.21,40.8332,30,
2021.04.19 09:48:49,4273.98,185.603,5235.34,41.3331,30,
2021.04.19 09:48:50,4274.73,193.197,5234.47,41.8405,30,
2021.04.19 09:48:51,4275.47,200.792,5233.59,42.3556,30,
2021.04.19 09:48:52,4276.2,208.386,5232.7,42.8785,30,
2021.04.19 09:48:53,4276.93,215.98,5231.81,43.4092,30,
2021.04.19 09:48:54,4277.65,223.574,5230.9,43.9478,30,
2021.04.19 09:48:55,4278.36,231.167,5230,44.4944,30,
2021.04.19 09:48:56,4279.07,238.76,5229.08,45.049,30,
2021.04.19 09:48:57,4279.78,246.353,5228.16,45.6115,30,
2021.04.19 09:48:58,4280.48,253.946,5227.23,46.1822,30,
2021.04.19 09:48:59,4281.17,261.538,5226.3,46.7608,30,
2021.04.19 09:49:00,4281.86,269.13,5225.36,47.3476,30,
2021.04.19 09:49:01,4282.54,276.721,5224.41,47.9423,30,
2021.04.19 09:49:02,4283.22,284.312,5223.45,48.5451,30,
2021.04.19 09:49:03,4283.89,291.903,5222.49,49.1557,30,
2021.04.19 09:49:04,4284.56,299.493,5221.52,49.7743,30,
2021.04.19 09:49:05,4285.22,307.083,5220.55,50.4005,30,
2021.04.19 09:49:06,4285.87,314.673,5219.56,51.0344,30,
2021.04.19 09:49:07,4286.52,322.262,5218.57,51.6757,30,
2021.04.19 09:49:08,4287.17,329.851,5217.58,52.3243,30,
2021.04.19 09:49:09,4287.81,337.439,5216.58,52.98,30,
2021.04.19 09:49:10,4288.44,345.027,5215.57,53.6424,30,
2021.04.19 09:49:11,4289.07,352.615,5214.55,54.3112,30,
2021.04.19 09:49:12,4289.69,360.202,5213.53,54.9862,30,
2021.04.19 09:49:13,4290.3,367.788,5212.5,55.6669,30,
2021.04.19 09:49:14,4290.92,375.374,5211.46,56.3529,30,
2021.04.19 09:49:15,4291.52,382.96,5210.42,57.0436,30,
2021.04.19 09:49:16,4292.12,390.545,5209.37,57.7385,30,
2021.04.19 09:49:17,4292.72,398.129,5208.31,58.4368,30,
2021.04.19 09:49:18,4293.31,405.714,5207.25,59.1379,30,
2021.04.19 09:49:19,4293.89,413.297,5206.18,59.841,30,
2021.04.19 09:49:20,4294.47,420.88,5205.11,60.545,30,
2021.04.19 09:49:21,4295.04,428.463,5204.02,61.2491,30,
2021.04.19 09:49:22,4295.61,436.045,5202.93,61.952,30,
2021.04.19 09:49:23,4296.17,443.626,5201.84,62.6525,30,
2021.04.19 09:49:24,4296.72,451.207,5200.73,63.3491,30,
2021.04.19 09:49:25,4297.27,458.787,5199.62,64.0404,30,
2021.04.19 09:49:26,4297.82,466.367,5198.51,64.7246,30,
2021.04.19 09:49:27,4298.36,473.946,5197.38,65.3999,30,
2021.04.19 09:49:28,4298.89,481.524,5196.25,66.064,30,
2021.04.19 09:49:29,4299.42,489.102,5195.12,66.7149,30,
2021.04.19 09:49:30,4299.94,496.679,5193.97,67.3499,30,
2021.04.19 09:49:31,4300.46,504.256,5192.82,67.9664,30,
2021.04.19 09:49:32,4300.97,511.832,5191.67,68.5615,30,
2021.04.19 09:49:33,4301.48,519.407,5190.5,69.1321,30,
2021.04.19 09:49:34,4301.98,526.981,5189.33,69.6747,30,
2021.04.19 09:49:35,4302.47,534.555,5188.16,70.1859,30,
2021.04.19 09:49:36,4302.96,542.129,5186.97,70.662,30,
2021.04.19 09:49:37,4303.45,549.701,5185.78,71.0993,30,
2021.04.19 09:49:38,4303.93,557.273,5184.59,71.4939,30,
2021.04.19 09:49:39,4304.4,564.844,5183.38,71.8422,30,
2021.04.19 09:49:40,4304.87,572.414,5182.17,72.1406,30,
2021.04.19 09:49:41,4305.33,579.984,5180.95,72.3859,30,
2021.04.19 09:49:42,4305.78,587.553,5179.73,72.5752,30,
2021.04.19 09:49:43,4306.23,595.121,5178.5,72.7063,30,
2021.04.19 09:49:44,4306.68,602.688,5177.26,72.7775,30,
2021.04.19 09:49:45,4307.12,610.255,5176.02,72.7878,30,
2021.04.19 09:49:46,4307.55,617.821,5174.77,72.7373,30,
2021.04.19 09:49:47,4307.98,625.386,5173.51,72.6264,30,
2021.04.19 09:49:48,4308.41,632.95,5172.25,72.4568,30,
2021.04.19 09:49:49,4308.82,640.513,5170.98,72.2303,30,
2021.04.19 09:49:50,4309.23,648.076,5169.7,71.9497,30,
2021.04.19 09:49:51,4309.64,655.638,5168.42,71.6182,30,
2021.04.19 09:49:52,4310.04,663.198,5167.13,71.2392,30,
2021.04.19 09:49:53,4310.44,670.759,5165.83,70.8163,30,
2021.04.19 09:49:54,4310.83,678.318,5164.53,70.3533,30,
2021.04.19 09:49:55,4311.21,685.876,5163.22,69.854,30,
2021.04.19 09:49:56,4311.59,693.433,5161.9,69.3222,30,
2021.04.19 09:49:57,4311.96,700.99,5160.58,68.7613,30,
2021.04.19 09:49:58,4312.33,708.546,5159.24,68.1748,30,
2021.04.19 09:49:59,4312.69,716.1,5157.91,67.5659,30,
2021.04.19 09:50:00,4313.05,723.654,5156.56,66.9376,30,
2021.04.19 09:50:01,4313.4,731.207,5155.21,66.2926,30,
2021.04.19 09:50:02,4313.75,738.759,5153.86,65.6336,30,
2021.04.19 09:50:03,4314.09,746.31,5152.49,64.9627,30,
2021.04.19 09:50:04,4314.42,753.86,5151.12,64.2823,30,
2021.04.19 09:50:05,4314.75,761.409,5149.75,63.5942,30,
2021.04.19 09:50:06,4315.07,768.957,5148.36,62.9002,30,
2021.04.19 09:50:07,4315.39,776.504,5146.97,62.2019,30,
2021.04.19 09:50:08,4315.7,784.05,5145.58,61.5007,30,
2021.04.19 09:50:09,4316.01,791.595,5144.17,60.798,30,
2021.04.19 09:50:10,4316.31,799.139,5142.76,60.095,30,
2021.04.19 09:50:11,4316.61,806.682,5141.35,59.3926,30,
2021.04.19 09:50:12,4316.9,814.224,5139.92,58.6919,30,
2021.04.19 09:50:13,4317.18,821.765,5138.49,57.9937,30,
2021.04.19 09:50:14,4317.46,829.305,5137.06,57.2988,30,
2021.04.19 09:50:15,4317.73,836.844,5135.61,56.6078,30,
2021.04.19 09:50:16,4318,844.382,5134.16,55.9214,30,
2021.04.19 09:50:17,4318.26,851.918,5132.71,55.2401,30,
2021.04.19 09:50:18,4318.52,859.454,5131.24,54.5643,30,
2021.04.19 09:50:19,4318.77,866.988,5129.77,53.8945,30,
2021.04.19 09:50:20,4319.02,874.522,5128.3,53.2311,30,
2021.04.19 09:50:21,4319.26,882.054,5126.81,52.5744,30,
2021.04.19 09:50:22,4319.49,889.585,5125.32,51.9246,30,
2021.04.19 09:50:23,4319.72,897.115,5123.83,51.282,30,
2021.04.19 09:50:24,4319.94,904.644,5122.33,50.6467,30,
2021.04.19 09:50:25,4320.16,912.171,5120.82,50.0191,30,
2021.04.19 09:50:26,4320.37,919.698,5119.3,49.3991,30,
2021.04.19 09:50:27,4320.58,927.223,5117.78,48.7869,30,
2021.04.19 09:50:28,4320.78,934.747,5116.25,48.1826,30,
2021.04.19 09:50:29,4320.98,942.27,5114.71,47.5863,30,
2021.04.19 09:50:30,4321.17,949.792,5113.17,46.998,30,
2021.04.19 09:50:31,4321.35,957.312,5111.62,46.4177,30,
2021.04.19 09:50:32,4321.53,964.831,5110.06,45.8455,30,
2021.04.19 09:50:33,4321.7,972.349,5108.5,45.2813,30,
2021.04.19 09:50:34,4321.87,979.866,5106.93,44.7251,30,
2021.04.19 09:50:35,4322.03,987.381,5105.36,44.1769,30,
2021.04.19 09:50:36,4322.19,994.895,5103.78,43.6366,30,
2021.04.19 09:50:37,4322.34,1002.41,5102.19,43.1043,30,
2021.04.19 09:50:38,4322.49,1009.92,5100.59,42.5797,30,
2021.04.19 09:50:39,4322.63,1017.43,5098.99,42.063,30,
2021.04.19 09:50:40,4322.76,1024.94,5097.38,41.5539,30,
2021.04.19 09:50:41,4322.89,1032.45,5095.77,41.0525,30,
2021.04.19 09:50:42,4323.01,1039.95,5094.15,40.5586,30,
2021.04.19 09:50:43,4323.13,1047.46,5092.52,40.0722,30,
2021.04.19 09:50:44,4323.24,1054.96,5090.88,39.5931,30,
2021.04.19 09:50:45,4323.35,1062.46,5089.24,39.1212,30,
2021.04.19 09:50:46,4323.45,1069.97,5087.6,38.6566,30,
2021.04.19 09:50:47,4323.55,1077.46,5085.94,38.1989,30,
2021.04.19 09:50:48,4323.64,1084.96,5084.28,37.7483,30,
2021.04.19 09:50:49,4323.72,1092.46,5082.61,37.3044,30,
2021.04.19 09:50:50,4323.8,1099.96,5080.94,36.8673,30,
2021.04.19 09:50:51,4323.87,1107.45,5079.26,36.4369,30,
2021.04.19 09:50:52,4323.94,1114.94,5077.57,36.013,30,
2021.04.19 09:50:53,4324,1122.43,5075.88,35.5954,30,
2021.04.19 09:50:54,4324.06,1129.92,5074.18,35.1842,30,
2021.04.19 09:50:55,4324.11,1137.41,5072.47,34.7792,30,
2021.04.19 09:50:56,4324.16,1144.9,5070.76,34.3803,30,
2021.04.19 09:50:57,4324.2,1152.38,5069.04,33.9873,30,
2021.04.19 09:50:58,4324.23,1159.87,5067.31,33.6003,30,
2021.04.19 09:50:59,4324.26,1167.35,5065.58,33.219,30,
2021.04.19 09:51:00,4324.28,1174.83,5063.84,32.8434,30,
2021.04.19 09:51:01,4324.3,1182.31,5062.1,32.4733,30,
2021.04.19 09:51:02,4324.31,1189.79,5060.34,32.1087,30,
2021.04.19 09:51:03,4324.32,1197.26,5058.58,31.7495,30,
2021.04.19 09:51:04,4324.32,1204.74,5056.82,31.3955,30,
2021.04.19 09:51:05,4324.32,1212.21,5055.05,31.0466,30,
2021.04.19 09:51:06,4324.31,1219.68,5053.27,30.7029,30,
2021.04.19 09:51:07,4324.29,1227.15,5051.48,30.3641,30,
2021.04.19 09:51:08,4324.27,1234.62,5049.69,30.0301,30,
2021.04.19 09:51:09,4324.24,1242.09,5047.89,29.701,30,
2021.04.19 09:51:10,4324.21,1249.55,5046.09,29.3239,30,
2021.04.19 09:51:12,4324.13,1264.48,5042.46,28.8292,30,
2021.04.19 09:51:14,4324.02,1279.4,5038.81,28.1277,30,
2021.04.19 09:51:18,4323.75,1309.22,5031.42,27.0693,30,
2021.04.19 09:51:24,4323.17,1353.89,5020.14,25.3936,30,
2021.04.19 09:51:35,4321.59,1435.64,4998.87,22.6764,30,
2021.04.19 09:51:55,4317,1583.68,4958.19,18.3715,30,
2021.04.19 09:52:36,4300.65,1884.54,4866.82,12.1887,30,
2021.04.19 09:53:52,4245.79,2430.98,4669.73,4.61898,30,
2021.04.19 09:56:01,4080.87,3315.1,4256.54,-3.59613,30,
2021.04.19 09:59:17,3665.19,4517.06,3457.74,-12.5545,30,
2021.04.19 10:03:56,2769.39,5832.62,2037.88,-23.1121,30,
2021.04.19 10:10:24,1091.39,6682.46,-239.117,-36.4979,30,
2021.04.19 10:19:27,-1525.13,5749.23,-3252.27,-54.4025,30,
2021.04.19 10:32:23,-4096.84,1025.55,-5302.97,-79.3717,0,
2021.04.19 10:51:28,-2489.22,-6088.57,-1607.78,-63.5274,0,
2021.04.19 11:06:34,1749.13,-5520.07,3492.61,-33.75,30,
2021.04.19 11:15:04,3631.03,-2552.3,5098.9,-15.6361,30,
2021.04.19 11:20:13,4220.91,-272.32,5274.06,-2.00468,30,
2021.04.19 11:23:15,4330.3,1104.42,5074.44,10.6216,30,
2021.04.19 11:24:41,4318.03,1742.19,4904.1,18.7846,30,
2021.04.19 11:25:20,4298.93,2026.31,4811.33,21.1863,30,
2021.04.19 11:25:47,4280.77,2220.72,4741.57,21.4315,30,
2021.04.19 11:26:13,4259.49,2405.97,4670.18,20.4047,30,
2021.04.19 11:26:44,4229.29,2624.09,4579.74,18.0466,30,
2021.04.19 11:27:26,4180.04,2914.4,4448.18,14.0032,30,
2021.04.19 11:28:31,4085.19,3350.41,4224.75,8.1334,30,
2021.04.19 11:30:14,3889.7,4003.16,3824.13,0.904919,30,
2021.04.19 11:32:52,3487.96,4895.62,3110.13,-7.21787,30,
2021.04.19 11:36:40,2715.61,5900.92,1910.53,-16.5366,30,
2021.04.19 11:41:59,1346.05,6639.54,38.0859,-27.9589,30,
2021.04.19 11:49:21,-796.915,6245.02,-2512.29,-42.7881,30,
2021.04.19 11:59:43,-3368.41,3197.01,-4939.55,-62.8202,0,
2021.04.19 12:14:38,-4113.9,-3293.11,-4259.92,-83.4171,0,
2021.04.19 12:34:47,543.622,-6356.72,2248.52,-48.1565,30,
2021.04.19 12:46:19,3426.85,-3028.33,4978.37,-25.4879,30,
2021.04.19 12:53:13,4259.61,-1.37643,5250.15,-11.0748,30,
2021.04.19 12:57:38,4311.94,1979.28,4819.18,-1.47424,30,
2021.04.19 13:00:35,4130.49,3213.87,4285.99,2.43495,30,
2021.04.19 13:03:01,3855.47,4137.15,3715.15,0.583967,30,
2021.04.19 13:05:42,3430.36,5023.21,2968.24,-4.74686,30,
2021.04.19 13:09:07,2726.37,5906.56,1877.7,-12.2257,30,
2021.04.19 13:13:43,1555.2,6588.19,261.161,-21.7583,30,
2021.04.19 13:19:56,-243.656,6491.37,-1933.98,-34.0351,30,
2021.04.19 13:28:30,-2587.58,4529.47,-4330.62,-50.2087,30,
2021.04.19 13:40:29,-4319.63,-464.529,-5203.04,-70.8587,0,
2021.04.19 13:57:23,-2259.3,-6271.41,-1186.28,-68.8824,0,
2021.04.19 14:13:47,2343.67,-4822.54,4118.81,-40.2662,30,
2021.04.19 14:23:37,4108.15,-910.727,5291.02,-22.6819,30,
2021.04.19 14:30:00,4322.54,1961.21,4817.05,-12.5659,30,
2021.04.19 14:34:39,3969.79,3852.74,3895.2,-8.65901,30,
2021.04.19 14:38:41,3342.43,5189.59,2777.26,-10.2403,30,
2021.04.19 14:42:57,2407.89,6179.53,1369.86,-15.7225,30,
2021.04.19 14:48:07,1015.43,6682.09,-476.232,-24.1809,30,
2021.04.19 14:54:47,-938.035,6128.66,-2740.37,-35.6663,30,
2021.04.19 15:03:40,-3184.23,3529.98,-4833.91,-50.6357,30,
2021.04.19 15:15:45,-4349.33,-1742.16,-4897.22,-67.4336,0,
2021.04.19 15:31:48,-1753.78,-6522.72,-451.086,-64.235,0,
2021.04.19 15:47:04,2545.22,-4534.22,4321.17,-41.8711,30,
2021.04.19 15:57:14,4212.63,-361.92,5275.21,-26.9627,30,
2021.04.19 16:04:25,4233.63,2813.04,4462.56,-19.4416,30,
2021.04.19 16:10:13,3519.59,4926.98,3024.11,-17.9929,30,
2021.04.19 16:15:47,2323.37,6246.88,1201.65,-21.3428,30,
2021.04.19 16:21:56,627.742,6672.91,-998.76,-28.3738,30,
2021.04.19 16:29:23,-1541.58,5659.18,-3399.32,-38.5511,30,
2021.04.19 16:38:51,-3680.04,2401.57,-5162.73,-51.2758,0,
2021.04.19 16:51:05,-4218.76,-2979.65,-4386.72,-62.4337,0,
2021.04.19 17:05:55,-1301.12,-6639.49,184.922,-57.891,0,
2021.04.19 17:19:40,2579.33,-4465.46,4372.11,-42.5484,30,
2021.04.19 17:29:59,4239.61,-205.089,5262.13,-31.599,30,
2021.04.19 17:38:03,4148.16,3306.71,4197.72,-26.7826,30,
